,course_title,paid,price,subscribers,reviews,lectures,level,duration,subject
2351,Advanced Saxophone Studies - Learn to Master the Saxophone!,True,50,215,5,80,Intermediate Level,4.0,Musical Instruments
261,International Tax  - Tax Beyond boundaries,True,100,27,6,235,All Levels,19.5,Business Finance
185,Option Trading: How to Adjust Delta-Neutral Strangles!,True,145,1398,15,26,All Levels,1.5,Business Finance
497,FOREX : Learn Technical Analysis,True,200,1199,37,79,All Levels,18.0,Business Finance
3273,Wordpress Development : Create a Custom Wordpress Website,True,120,885,3,13,All Levels,1.5,Web Development
211,Crowdfunding to Win,True,40,627,15,15,All Levels,1.5,Business Finance
3001,Basic HTML CSS and Web Design,True,30,4030,92,46,Beginner Level,9.0,Web Development
1981,Modern Rock Guitar Techniques,True,50,3157,375,32,Intermediate Level,3.0,Musical Instruments
1553,Learn Mobile App Design in Photoshop,True,20,11,1,13,Beginner Level,1.5,Graphic Design
2893,How To Build A Website From Scratch + Blogging Blueprint,True,20,7017,37,28,All Levels,3.5,Web Development
1028,MQL4 Bootcamp Tutorial- Trading Robot Coding in Metatrader4,True,20,313,14,25,Beginner Level,1.0,Business Finance
144,SAP FICO For Beginners - A Guide to SAP Financial Accounts,True,100,1444,101,59,Beginner Level,5.0,Business Finance
3352,Create Complete Web Applications easily with APEX 5,True,30,912,128,81,Intermediate Level,7.0,Web Development
3656,HTML Forms For Beginners: A Basic Introduction  ,True,45,2472,41,8,Beginner Level,1.0,Web Development
3367,Set up a localhost Web Server for Faster Website Development,True,30,55,13,31,All Levels,1.5,Web Development
525,Cost Accounting Operating Costing(Professional Course Level),True,20,731,2,8,All Levels,1.0,Business Finance
1007,IFRIC 13-Customer Loyalty Programmes (Revenue),False,0,2058,22,6,All Levels,0.6,Business Finance
3564,Google Blogger Course,True,60,1343,11,22,Intermediate Level,3.5,Web Development
3101,Learn Express,True,25,1309,60,14,Intermediate Level,1.5,Web Development
1351,Curso Completo de SolidWorks 2016.,True,30,129,27,43,All Levels,9.0,Graphic Design
2707,Back to School Web Development and Programming Bundle,True,200,18170,117,779,Beginner Level,44.5,Web Development
425,Binary Beginners Mastery Strategy.,False,0,927,8,14,Beginner Level,1.0,Business Finance
2050,Beginner Level Popular Piano Program - Month 1,True,30,7,2,13,Beginner Level,1.0,Musical Instruments
644,Xero Bookkeeping Course & Certification by Accounting Firm,True,20,7,3,15,Beginner Level,2.0,Business Finance
3482,Create a Client Network by Hosting WordPress Sites,True,35,1061,8,17,Intermediate Level,1.0,Web Development
2219,Piano With Willie: Jazz & Gospel Exercises,True,40,56,3,28,Intermediate Level,2.0,Musical Instruments
1227,Learn to create beautiful web interfaces and logos,True,20,1085,76,10,All Levels,1.0,Graphic Design
1991,CAGED Pentatonic System for Guitar - Level 1,True,45,1329,52,35,All Levels,1.5,Musical Instruments
3121,JavaScript - Become Higly Paid Front End Developer,True,105,710,137,49,Beginner Level,3.5,Web Development
2207,Suonare la Chitarra,True,200,1,1,22,All Levels,1.0,Musical Instruments
2187,Guitarra Desde Cero - PARTE 1,True,35,480,12,123,Beginner Level,7.0,Musical Instruments
1189,Innovators and innovation: Travel through time!,True,50,101,0,31,Beginner Level,6.0,Business Finance
712,Bitcoin Peer Investing: How To Generate Double Digit Returns,True,25,366,45,41,All Levels,2.5,Business Finance
109,Practical Accounts & Bookkeeping Automated Overview ,True,20,2060,17,30,All Levels,4.5,Business Finance
2453,Learn Oud 2,True,20,81,11,27,Intermediate Level,3.0,Musical Instruments
706,Trading Strategies: Find The Trading Strategy That Fits You,True,20,1037,3,12,All Levels,2.0,Business Finance
3497,Responsive Design with NEW Materialize,True,75,12629,88,36,All Levels,1.5,Web Development
420,Breakout Patterns Workshop by Pattern Trader,True,60,32,6,15,All Levels,1.5,Business Finance
1150,A Beginners Guide to Technical Analysis of Stock Charts,True,40,829,78,50,Beginner Level,8.5,Business Finance
2231,Blues Guitar Lessons: Play Like the Greats - All Levels,True,20,58,4,47,All Levels,2.5,Musical Instruments
2986,MongooseJS Essentials - Learn MongoDB for Node.js,False,0,21682,1106,8,Beginner Level,0.7333333329999999,Web Development
495,Accounting Bank Reconciliation Statement (College Level),True,20,2189,4,16,All Levels,1.5,Business Finance
1087,Corso introduttivo al trading profittevole,True,20,132,9,9,Beginner Level,1.0,Business Finance
1263,ABC do Photoshop CC,True,45,431,99,80,Beginner Level,7.5,Graphic Design
1336,Sketch 3: Design a mobile application from scratch,True,45,709,14,31,All Levels,2.5,Graphic Design
3046,PHP Development with the Laravel Framework,True,50,1611,24,20,All Levels,3.5,Web Development
2593,Byte-Sized-Chunks: Cascading Style Sheets (CSS) with HTML,True,20,2160,16,28,All Levels,4.0,Web Development
2096,Trombone Pro Series - Fall in love with the Trombone,True,50,57,6,57,All Levels,7.0,Musical Instruments
20,Winning Forex Trading with Live Forex Trading Examples,True,200,809,3,25,All Levels,2.0,Business Finance
2574,How to Make an Online Portfolio Website from Scratch ,False,0,14026,232,25,All Levels,1.0,Web Development
116,How to create a routine Trading,True,25,307,8,5,All Levels,0.133333333,Business Finance
9,The Only Investment Strategy You Need For Your Retirement,True,200,827,14,15,All Levels,1.0,Business Finance
2223,Piano With Willie Building Technique with Scales Vol. 3,True,40,42,1,11,All Levels,1.5,Musical Instruments
1041,3 documentos clave para administrar tu empresa con éxito,True,45,40,6,18,Intermediate Level,1.0,Business Finance
92,Learn How To Successfully Trade Stocks: In 5 Simple Steps,True,95,2493,276,108,All Levels,9.5,Business Finance
2066,Play Ukulele Now,True,30,1951,88,78,All Levels,5.0,Musical Instruments
3,Beginner to Pro - Financial Analysis in Excel 2017,True,95,2451,11,36,All Levels,3.0,Business Finance
3454,JavaScript for beginners in 1 hour,True,95,2086,56,22,Beginner Level,1.0,Web Development
1516,Finalize Production Files | Photoshop Illustrator InDesign,True,50,18,2,30,All Levels,1.0,Graphic Design
1207,Illustrator Quick Tip：10分でKawaiiカメレオンを描こう,False,0,381,24,7,All Levels,0.6,Graphic Design
700,Technical Analysis 101: Master the Basics of Trading,True,95,2688,61,50,All Levels,2.0,Business Finance
815,Accounting Skills for Managers,True,20,78,3,10,Beginner Level,1.5,Business Finance
3643,CSS Image filters - The modern web images color manipulation,False,0,6315,53,16,All Levels,1.5,Web Development
175,The Ultimate Guide to Dividend & Dividend Growth Investing,True,200,2115,59,88,All Levels,5.5,Business Finance
2170,Rhythm to Rock Drum Lesson 5,True,20,13,3,9,Beginner Level,1.0,Musical Instruments
465,Capital Market Road Map,True,50,495,47,21,All Levels,4.0,Business Finance
1548,Create a Majestic Bear on Adobe Illustrator,True,55,3,0,10,All Levels,1.0,Graphic Design
3294,JavaScript for beginners - A Complete Guide,True,100,1193,87,58,All Levels,10.5,Web Development
519,Financial Reporting - Fundamentals/Basics,True,20,2,0,28,Beginner Level,2.5,Business Finance
249,Investment Crowdfunding 101 (a.k.a Equity Crowdfunding),False,0,4607,181,11,Beginner Level,0.533333333,Business Finance
2425,Sintetizadores e Síntese Subtrativa,True,85,38,12,83,All Levels,5.0,Musical Instruments
2315,Introduction to Lead Guitar,True,20,245,8,34,Intermediate Level,1.5,Musical Instruments
1485,8 Stunden professionelles Cinema 4D Training,True,50,18,1,38,All Levels,8.5,Graphic Design
2344,Piano Lesson Variety,True,40,59,1,28,Intermediate Level,4.0,Musical Instruments
1044,Le bitcoin et la blockchain,True,80,13,3,12,All Levels,0.7333333329999999,Business Finance
3627,How to manage your own VPS and create websites,True,120,735,16,30,All Levels,1.5,Web Development
2563,Angular 2 & TypeScript Beginner Web Development,True,200,5211,414,133,Beginner Level,19.5,Web Development
3375,Create a Professional Website Without Programming/Coding,False,0,5421,93,20,All Levels,1.5,Web Development
1842,Play By Ear #4: Play Song By Ear with 3 Chords Using Any Key,True,95,1064,11,110,All Levels,2.5,Musical Instruments
2660,Introduction to Web Development,True,20,18143,159,15,Beginner Level,2.0,Web Development
3477,A Beginner's Guide to the Meteor JavaScript Framework,True,50,898,132,40,Beginner Level,2.0,Web Development
2685,Intro to Git,True,20,2532,291,30,Beginner Level,1.0,Web Development
129,Excel functions to analyze and visualize data,True,20,2283,54,16,Intermediate Level,2.0,Business Finance
1029,Introducción a la contabilidad,True,20,193,19,14,Beginner Level,1.0,Business Finance
2125,Ukelele exprés: aprende a tocar en menos de un mes,False,0,888,64,25,Beginner Level,1.5,Musical Instruments
544,Beginners Forex strategy,False,0,2144,47,20,Beginner Level,1.0,Business Finance
2603,Scrape Websites using PhantomJS and CasperJS,True,195,960,110,32,Intermediate Level,2.0,Web Development
1902,Cracking the Violin Code!,True,120,746,82,40,All Levels,5.5,Musical Instruments
3448,WordPress Plugin Tutorial,True,40,1588,8,15,Beginner Level,0.566666667,Web Development
1406,BUSINESS CARD DESIGN IN POWERPOINT,True,95,1710,13,16,Beginner Level,1.0,Graphic Design
2892,Learn WCF And Web APIs From Scratch,True,50,5398,358,83,Intermediate Level,10.5,Web Development
2689,Up and Running with jQuery,False,0,3324,138,19,All Levels,5.0,Web Development
2719,How To Make an eCommerce Website With Wordpress 2017,False,0,3493,43,26,Beginner Level,4.5,Web Development
548,Equity Swaps,True,50,394,25,18,All Levels,3.0,Business Finance
3066,Essentials of JavaScript Practice Coding Exercises Tips,True,80,28125,115,21,Beginner Level,2.0,Web Development
2237,'Greensleeves' Creative Piano Lessons Course,True,20,10,1,8,All Levels,2.0,Musical Instruments
1563,Low Poly Portrait Illustration,True,20,4,0,8,All Levels,0.683333333,Graphic Design
3077,Web Design Creating websites from scratch,True,75,13920,64,28,Beginner Level,2.0,Web Development
51,Learn to Trade for Profit: Find and Trade Winning Stocks,True,95,10605,71,77,All Levels,3.0,Business Finance
649,Mergers and Acquisitions M&A Essentials You Need to Know,True,95,4103,19,15,Beginner Level,1.0,Business Finance
1047,Estrategias de Inversión aplicadas al mundo del trading,True,20,9,2,25,All Levels,3.0,Business Finance
3622,JavaScript High Performance,True,95,458,28,40,All Levels,4.5,Web Development
1444,Quickly Batch Export & Package Logo Files for Clients,True,20,489,10,5,Intermediate Level,0.683333333,Graphic Design
2292,Saxophone Pro Series - You're going to love practicing Sax,True,50,119,4,32,All Levels,5.5,Musical Instruments
2511,Learn  Bootstrap Development By Building 10 Projects,True,60,14813,1358,74,All Levels,13.5,Web Development
1202,Discover How to Draw and paint Comics,True,65,8901,424,85,All Levels,62.0,Graphic Design
792,Weekly Options and study of Options expiration dynamics,True,60,779,56,6,Expert Level,1.0,Business Finance
3539,ASP.Net MVC Quick Start,False,0,15092,1234,65,Intermediate Level,5.5,Web Development
1260,Photoshop para novatos:  ¡desde cero hasta experto!,True,150,3000,470,134,All Levels,12.0,Graphic Design
142,Forex Trading MAKE YOUR FIRST TRADE TODAY!,True,150,3523,46,45,All Levels,4.0,Business Finance
1331,Create Awesome Ebook Covers Using Microsoft Word,True,45,447,6,23,All Levels,3.5,Graphic Design
339,Accounting Made Easy: A Quick Guide to Financial Accounting,True,95,274,41,18,All Levels,1.5,Business Finance
3480,Introducing Ionic 2,True,50,394,78,22,Beginner Level,1.5,Web Development
2781,Jquery :basics for beginners,True,50,1274,34,15,All Levels,0.666666667,Web Development
2010,The Circle of Fifths for Guitarists,True,50,1018,2,5,Intermediate Level,1.5,Musical Instruments
1633,How to Draw Majestic Animals: Dogs,True,35,1524,5,11,All Levels,1.0,Graphic Design
1075,Forex Basics: Learn how to read and analyze Forex charts,True,195,11,0,45,Beginner Level,4.5,Business Finance
1469,MicroStation - Niveles,True,20,2,0,7,Beginner Level,0.566666667,Graphic Design
2454,The Essentials of Acoustic Guitar Strumming Patterns,False,0,2995,51,19,Beginner Level,1.0,Musical Instruments
2047,Blues Guitar Fundamentals,True,50,3312,107,21,Intermediate Level,1.5,Musical Instruments
2329,【すぐに覚える！】ASALATO-アサラト(打楽器)初心者向け入門講座,True,20,5,1,7,Beginner Level,0.583333333,Musical Instruments
2418,Learn to Play Sweet Child of Mine,True,20,0,0,23,Intermediate Level,1.5,Musical Instruments
181,Accounting Standards Basics (Professional Course Level),True,20,2222,9,12,All Levels,0.7,Business Finance
1868,Slide Guitar- Slide Soloing Essentials,True,50,297,20,17,All Levels,3.0,Musical Instruments
2525,Angular 4 Development Decoded,True,20,1802,13,8,Intermediate Level,1.0,Web Development
1679,Create Kindle eBook Covers with PowerPoint,True,30,87,7,23,All Levels,2.0,Graphic Design
1729,Dibujo digital básico: cómo ilustrar en Photoshop,True,20,155,36,90,Beginner Level,5.0,Graphic Design
3519,HTML & CSS - Learn to build sleek websites ,True,55,1552,14,44,All Levels,3.5,Web Development
958,DIY: Reduce Unpaid Federal Tax thru  IRS Offer in Compromise,True,20,44,3,8,All Levels,1.0,Business Finance
636,Your Business by the Numbers,True,25,29,2,42,All Levels,3.0,Business Finance
159,Introduction to bookkeeping and Accounting,True,35,2623,158,20,Beginner Level,1.0,Business Finance
330,Accounting Basics - A Complete Study,True,180,1132,70,332,All Levels,29.0,Business Finance
726,Investment Portfolio Analysis with Excel,True,50,154,7,39,All Levels,9.0,Business Finance
2261,improvisación de Guitarra,True,20,1,0,10,All Levels,1.0,Musical Instruments
975,What is Bitcoin,True,20,61,3,27,All Levels,5.0,Business Finance
554,Indian Contract Act 1872: Must for all Finance Professionals,True,20,605,3,14,All Levels,1.0,Business Finance
1101,Core Financial Statement Concepts,True,50,0,0,9,Intermediate Level,1.5,Business Finance
1470,Crea personajes fantásticos con Photoshop,True,20,1,0,8,Beginner Level,1.0,Graphic Design
1599,Criando um poster com foto colagem digital,True,25,1,0,8,Beginner Level,0.683333333,Graphic Design
1958,Instant Harmonica - play Leonard Cohen's Hallelujah now!,True,40,100,15,14,All Levels,1.5,Musical Instruments
2006,Harmonica Jamz: The Only Course on Jammin' with Friends,True,60,568,8,65,Beginner Level,5.0,Musical Instruments
367,build a solid foundation for trading options,True,20,1115,8,8,All Levels,1.0,Business Finance
2505,"Beginner API development in Node, Express, ES6, & MongoDB",True,165,7057,655,65,Beginner Level,18.5,Web Development
3528,Build Responsive Websites  in an Hour using Portalfin,False,0,2859,42,17,All Levels,0.7333333329999999,Web Development
625,Demystifying Your Personal Tax Return,False,0,3426,27,14,Beginner Level,1.0,Business Finance
635,The Forex Pivot Points Trading Strategy,True,20,21,2,12,All Levels,2.0,Business Finance
48,Three Steps Trading - Live Trading - Real Account,True,190,1197,11,46,All Levels,5.0,Business Finance
1669,Corel Draw X7 Eğitimi (Temelden İleri Seviyeye),True,105,28,6,103,All Levels,12.0,Graphic Design
170,Fundamentals of Investing!,True,20,3125,54,13,Beginner Level,2.0,Business Finance
11,Trading Options With Money Flow,True,200,1380,42,17,All Levels,1.0,Business Finance
3236,Projects in Node.js - Learn by Example,True,195,869,99,38,All Levels,5.0,Web Development
2997,Learn Jquery from Scratch 2-Hour Training ,True,20,5318,56,13,Beginner Level,1.5,Web Development
545,Mortgage Backed Securities,True,50,376,29,21,All Levels,3.5,Business Finance
1845,Ultimate Blues Guitar Beginner Lessons,True,20,922,57,90,Beginner Level,10.5,Musical Instruments
1379,"Photoshop, Illustrator, InDesign & Graphic Design Principles",True,30,934,143,41,All Levels,12.0,Graphic Design
977,Raising Capital for Your Business,True,50,22,5,60,All Levels,2.5,Business Finance
1952,"Piano: Learn 48 chords in 1 hour,  and always remember how",True,120,1424,71,16,Beginner Level,1.5,Musical Instruments
2424,Curso de piano 101 - Tocando partituras y acordes -,True,170,245,26,93,All Levels,4.5,Musical Instruments
1979,Pianoforall - Incredible New Way To Learn Piano & Keyboard,True,200,75499,7676,362,All Levels,30.0,Musical Instruments
961,Professional Forex Strategy+2 weeks for FREE trading alerts,True,95,55,9,15,All Levels,1.0,Business Finance
889,Workshop on Banking Credit Analysis Process,True,100,0,0,7,All Levels,1.5,Business Finance
2546,"Master JavaScript Programming, 3 Projects Included !!",True,20,3903,53,107,All Levels,10.5,Web Development
1988,Ultimate Beginner Guitar Masterclass,True,200,8113,79,124,Beginner Level,11.5,Musical Instruments
3289,Practical PHP: Master the Basics and Code Dynamic Websites,False,0,83737,4598,45,All Levels,6.5,Web Development
272,Basics of Business Finance,True,30,4855,64,24,Beginner Level,4.0,Business Finance
2840,Step by Step Build Your Template by Bootstrap 4 from scratch,True,80,2184,15,24,Beginner Level,3.0,Web Development
3079,Learn how to use Javascript Components with PHP and Symfony,True,90,1822,4,25,All Levels,2.0,Web Development
652,High Probability Trading Across Any Market: Stocks & Forex,True,95,353,27,105,All Levels,18.5,Business Finance
1193,Financial Modeling and Valuation: Complete Beginner to Pro,True,50,249,46,28,All Levels,5.0,Business Finance
1823,Rock Drumset Grooves: Level 1,True,20,709,12,38,Beginner Level,2.0,Musical Instruments
3358,Complete Bootstrap 4 course - build 3 projects,False,0,7865,241,36,All Levels,5.0,Web Development
3048,Basic JavaScript: Build 4 Basic JavaScript Projects,True,40,670,33,37,Beginner Level,4.5,Web Development
2983,Complete Guide to Front-End Web Development and Design,True,200,1119,111,204,Beginner Level,16.5,Web Development
1646,create 9 professional logo design full version,True,35,91,3,34,All Levels,2.0,Graphic Design
2705,Professional Ruby on Rails Developer with Rails 5,True,200,3179,214,174,All Levels,20.5,Web Development
1493,Graphic Design: Double Your Sales With Canva,True,20,1797,40,39,All Levels,2.5,Graphic Design
1016,8 Steps To Achieve Financial Freedom And Escape Debt,True,40,5,0,48,Beginner Level,5.5,Business Finance
2349,Instant Harmonica - play the Irish anthem Danny Boy today!,True,40,8,1,15,All Levels,1.0,Musical Instruments
1686,How to Create Top Ranking Mobile App Icons - iOS Edition,True,35,130,6,13,All Levels,1.0,Graphic Design
2116,The Theory & Practice of Modes on the Guitar,True,35,17,0,7,Intermediate Level,1.5,Musical Instruments
349,Bulletproof Personal Finance: Expert Asset Allocation,True,45,1119,22,18,All Levels,1.0,Business Finance
689,Trading Tips from Hedge Fund Manager,True,50,6,2,32,All Levels,1.0,Business Finance
1773,create stunning Photoshop compositions in minutes,True,20,5,0,29,All Levels,2.0,Graphic Design
2320,Classical Guitar Technique: 80/20,True,175,54,0,18,All Levels,2.5,Musical Instruments
2578,jQuery in Action: Build 8 jQuery Projects,True,100,1385,89,97,All Levels,11.0,Web Development
2865,Sara Learns to Code.  Making an App from Scratch,True,60,402,20,35,Beginner Level,4.0,Web Development
2328,見てわかる！やさしく独習アコギ（入門編）TAKA先生のアコースティックギターレッスンⅠ,True,20,41,3,48,Beginner Level,2.0,Musical Instruments
3354,Perfect React JS Course - Understand Relevant Details,True,200,653,20,25,Beginner Level,1.0,Web Development
2930,AJAX :basics for beginners,True,35,1241,23,9,All Levels,0.566666667,Web Development
2277,Instant Harmonica - play Star Wars + the Lion Sleeps now!,True,40,33,3,20,All Levels,1.5,Musical Instruments
265,Candlestick Analysis For Professional Traders,True,95,913,117,48,Expert Level,2.0,Business Finance
3512,Laravel : CRUD Application Using AJAX In Laravel 5.3,True,20,362,19,8,Intermediate Level,1.0,Web Development
2909,JavaScript from Beginner to Expert,True,125,5484,439,92,All Levels,12.5,Web Development
845,Yield Curve Dynamics,True,50,397,24,19,All Levels,3.0,Business Finance
2724,WordPress : An Overview,True,45,1783,16,15,Beginner Level,0.6,Web Development
2043,Learn Guitar in 21 Days,True,20,26504,192,82,Beginner Level,2.5,Musical Instruments
1939,Piano With Willie Building Technique with Scales Vol. 1,True,40,111,15,12,All Levels,1.5,Musical Instruments
520,Decide whether to Invest in a Business ,True,20,1,0,43,Beginner Level,1.0,Business Finance
1352,なぞるだけですぐできる! 簡単手描きイラスト講座,True,30,123,12,48,Beginner Level,3.0,Graphic Design
2979,Learn PHP Object Oriented Features with Simple Examples,True,20,1723,28,7,All Levels,1.0,Web Development
1082,Breakeven Analysis and Pricing,True,20,27,2,10,All Levels,1.0,Business Finance
2395,Coaching Bundle: Guitar for Music Educators: Part 2,True,135,1,1,6,All Levels,0.5,Musical Instruments
2573,Learn Nodejs by building 12 projects,True,50,10150,997,90,All Levels,16.0,Web Development
1316,Illustrator - Creating stylised images from a photo,True,50,1500,11,9,All Levels,0.683333333,Graphic Design
3262,Create an Engaging Website with Twitter Bootstrap 2.x,True,20,1463,56,24,All Levels,1.0,Web Development
599,Trading mit kleinen Konten - Grundlagen die du kennen musst,True,80,74,4,20,Beginner Level,3.5,Business Finance
1363,Logo Design Theory & Application Bootcamp,True,50,341,57,35,All Levels,7.0,Graphic Design
217,CFA Corporate Finance Level 2,True,50,2474,6,128,All Levels,17.5,Business Finance
2701,Become a Web Developer from Scratch,True,120,69186,2408,197,All Levels,27.5,Web Development
2946,Bootstrap Essential Training - Create Your Very Own Website,True,20,2643,34,83,All Levels,9.0,Web Development
120,Quantitative Aptitude for Banking & Competitive Examinations,True,50,1056,1,42,All Levels,3.0,Business Finance
3509,Learn to Make an Animated Image Gallery using HTML5,False,0,11080,165,7,Beginner Level,1.0,Web Development
2614,Build Incredible Chatbots,True,100,2234,253,115,All Levels,11.5,Web Development
547,Fundamental Financial Math,True,50,406,13,15,All Levels,2.5,Business Finance
1095,Excelを使ってビジネスシミュレーション：基礎編,True,85,22,5,47,Beginner Level,5.0,Business Finance
3425,Easily Learn Web Development With Drop & Drag: OptimizePress,True,20,1442,9,25,Beginner Level,2.0,Web Development
1030,Einnahmen aus Udemy-Kursen als Dozent korrekt versteuern,True,30,66,16,11,Beginner Level,1.0,Business Finance
1043,15 Mandamientos para ganar dinero en Bolsa,True,20,45,2,49,All Levels,8.5,Business Finance
1144,Advanced Finance and Accounting for Startups,True,40,188,7,48,Intermediate Level,6.5,Business Finance
1940,Christmas Piano Songs For The Very Beginner Vol. I,True,40,1060,3,15,Beginner Level,1.5,Musical Instruments
3065,Build A Weather App With Ajax Using Open Weather Map API,True,20,6548,44,38,All Levels,4.0,Web Development
972,Financial Modelling for entrepreneurs,True,20,232,7,17,All Levels,1.0,Business Finance
1689,How to Make a Custom Graphic ,True,20,87,8,8,Beginner Level,1.0,Graphic Design
3655,JQuery DOM and Ajax Concept Explained for Beginners,True,35,1812,112,7,All Levels,0.6166666670000001,Web Development
791,Crystal ball trading - foresee price with seasonal patterns,True,145,807,19,23,All Levels,6.0,Business Finance
709,From 0 to 1: Investments and Portfolio Theory,True,50,230,0,22,Beginner Level,4.5,Business Finance
36,Forex Trading A-Z™ - With LIVE Examples of Forex Trading,True,195,16900,2476,52,Beginner Level,5.5,Business Finance
1445,Logo Design for Everybody,True,30,706,10,24,Beginner Level,5.5,Graphic Design
1828,Improvise On The Piano In 30 Minutes,True,40,85,8,19,Beginner Level,1.5,Musical Instruments
3629,HTML FOR BEGINNERS,True,20,791,8,16,All Levels,1.0,Web Development
3667,The Fastest Way to Create a Website Using Godaddy,True,30,1454,14,12,Beginner Level,0.5,Web Development
2472,Aprende a tocar la trompeta,True,50,6,2,30,All Levels,3.0,Musical Instruments
1611,"Sketching: How to Draw People, Hands, Eyes, Buildings & Cars",True,20,500,16,31,All Levels,2.0,Graphic Design
2498,PHP Login and Registration System - Email Confirm Activation,True,100,2607,317,49,All Levels,5.0,Web Development
426,Accounting 101-Master Class for Understanding Business,True,20,37,2,43,All Levels,2.5,Business Finance
685,Accounting Basics 101 for Understanding Business,True,20,7,2,18,All Levels,1.0,Business Finance
1014,How to trade in the Forex market,True,200,6,0,39,Intermediate Level,2.5,Business Finance
803,Investment Portfolio Analysis with R,True,50,314,38,37,All Levels,6.5,Business Finance
424,How to Pick Stocks,True,20,131,3,28,All Levels,1.5,Business Finance
1657,Canva : Book Cover Design,True,100,3377,20,15,Beginner Level,2.0,Graphic Design
551,Investing: How to Fix Hidden Flaws Inside Your Portfolio,True,195,58,8,14,All Levels,1.0,Business Finance
2376,Piano With Willie: Jazz Kids - Vol 3,True,40,16,1,29,Beginner Level,3.0,Musical Instruments
2565,"Beginner Full Stack Web Development: HTML, CSS, React & Node",True,200,2687,331,138,Beginner Level,25.5,Web Development
753,MasterClass-Japanese &  Heiken Ashi CandleStick Patterns,True,195,375,10,26,All Levels,3.5,Business Finance
387,The Actuarial Profession: Basic Sciences and Principles,True,25,1531,6,7,Beginner Level,0.583333333,Business Finance
1976,Play Piano in 30 Days! - Start Playing NOW!,False,0,5188,410,58,Beginner Level,3.0,Musical Instruments
1785,Silhouettes that Sells,True,25,9,1,13,Beginner Level,1.0,Graphic Design
979,Accounting Concepts For Technocrats,True,20,261,2,35,Beginner Level,2.5,Business Finance
1419,Design bestselling T-shirts from Beginner to Expert.,True,95,798,198,25,Beginner Level,0.666666667,Graphic Design
3211,JSON in Action: Build JSON-Based Applications,True,50,1322,171,37,All Levels,3.5,Web Development
135,Complete Trading Plan Course for Stocks & Forex (10 Hours),True,200,1087,14,61,All Levels,9.5,Business Finance
1745,"Make Money With Photoshop: Logos, Business Cards & Brochures",True,100,32,4,21,All Levels,5.0,Graphic Design
654,Your First Successful Forex Trades - With Case Studies,True,200,1079,34,16,All Levels,2.5,Business Finance
989,Legal Accounting,True,110,26,6,49,All Levels,4.0,Business Finance
3208,The Complete Ruby on Rails Developer Course,True,195,33677,3809,283,All Levels,31.5,Web Development
670,Como Investir em Ações para Iniciantes,False,0,6024,890,18,All Levels,1.0,Business Finance
786,60 Minutes to Fundamental Accounting Skills,True,75,0,0,9,Beginner Level,2.5,Business Finance
410,Bookkeeping made simple,True,30,23,1,19,Beginner Level,1.0,Business Finance
1699,Photoshop JumpStart,True,20,66,13,13,Beginner Level,2.0,Graphic Design
1027,Trading Algorítmico en Forex: Crea tu primer Robot de Forex!,True,170,206,39,39,All Levels,6.5,Business Finance
638,Bitcoin & Ethereum Course (2 Course Bundle),True,200,1,0,52,All Levels,2.5,Business Finance
2728,WordPress Backup And Restore Fundamentals,False,0,13242,131,24,Intermediate Level,1.0,Web Development
3620,Learning Path: The Road to Elasticsearch,True,200,50,5,60,Beginner Level,5.0,Web Development
1140,Equity Products,True,50,426,17,16,All Levels,2.5,Business Finance
939,Numeracy skills in business and everyday life:Think and Deal,True,20,90,4,15,Beginner Level,0.6333333329999999,Business Finance
3550,Drupal Views: Introduction to Enhancing Your Drupal Website,True,105,1262,36,40,Beginner Level,2.5,Web Development
507,Forex Trading :RSI Indicator-A Secret Weapon,True,95,57,13,14,All Levels,1.5,Business Finance
12,Financial Management Risk and Return For Securities,True,30,3607,21,19,All Levels,1.5,Business Finance
2870,Wordpress on AWS: The Easy way to AWS for Free Fast hosting ,True,40,245,23,36,All Levels,1.0,Web Development
2529,Code your first Website using HTML & CSS: Project Learning,True,20,9554,368,16,Beginner Level,1.5,Web Development
2456,Bossa Nova - Guitar for Beginners,True,20,589,6,8,Beginner Level,1.0,Musical Instruments
742,How To Set Up A Limited Company In The UK,False,0,2075,69,11,Beginner Level,0.7333333329999999,Business Finance
1457,FACEBOOK COVERS IN POWERPOINT,True,95,1123,31,13,Beginner Level,0.6333333329999999,Graphic Design
2742,Wordpress for Beginners - Build a Live Website from Scratch,True,20,3877,92,15,Beginner Level,1.5,Web Development
3668,A how to guide in HTML,False,0,7318,205,8,Beginner Level,0.583333333,Web Development
3396,Wordpress Backup & Restore,True,95,478,37,18,All Levels,1.5,Web Development
2438,Instant Harmonica - play jazzy Autumn Leaves now (part two),True,20,19,1,9,Beginner Level,0.533333333,Musical Instruments
3468,Intro to PHP Web Application Development with Symfony,True,200,4040,72,20,Beginner Level,1.5,Web Development
2342,Painless Piano!,True,40,353,1,30,Beginner Level,3.5,Musical Instruments
3525,Your Own Site in 45 Min: The Complete Wordpress Course,True,120,1566,29,36,All Levels,4.0,Web Development
506,Capital Market Immersion,True,195,613,33,142,All Levels,24.5,Business Finance
2933,WordPress Theme Academy with Bootstrap,True,20,1169,110,64,Intermediate Level,7.5,Web Development
3501,Learn to build 20 websites and build 14 iOS9 apps with swift,True,40,1926,9,458,All Levels,22.5,Web Development
1668,Devenez le king de l'illustration automobile,True,50,42,10,32,Beginner Level,4.5,Graphic Design
